cluster,annotation_type,gene
2,PTM - Phosphoserine,TRPC6
3,PTM - Phosphoserine,TRPC6
4,PTM - Phosphoserine,TRPC6
5,PTM - Phosphoserine,TRPC6
0,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
1,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
2,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
3,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
4,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
5,PTM - Phosphothreonine; by PKG/PRKG1,TRPC7
0,Binding site,TRPM2
1,Binding site,TRPM2
2,PTM - Phosphothreonine,TRPM2
3,Binding site,TRPM2
4,Binding site,TRPM2
0,Binding site,TRPM3
1,Binding site,TRPM3
2,Binding site,TRPM3
3,Binding site,TRPM3
4,Binding site,TRPM3
5,Binding site,TRPM3
0,Binding site,TRPM4
1,Binding site,TRPM4
2,Binding site,TRPM4
3,Binding site,TRPM4
4,Binding site,TRPM4
5,Binding site,TRPM4
0,Binding site,TRPM5
1,Binding site,TRPM5
2,Binding site,TRPM5
3,Binding site,TRPM5
4,Binding site,TRPM5
5,Binding site,TRPM5
0,binds to MYH10,TRPM6
1,binds to MYH10,TRPM6
2,Active site,TRPM6
3,Active site,TRPM6
4,Active site,TRPM6
5,Active site,TRPM6
0,binds to H3-4,TRPM7
1,Active site,TRPM7
2,binds to H3-4,TRPM7
3,binds to H3-4,TRPM7
4,Active site,TRPM7
5,binds to H3-4,TRPM7
0,Binding site,TRPM8
1,Binding site,TRPM8
2,Binding site,TRPM8
3,Binding site,TRPM8
4,Binding site,TRPM8
0,PTM - Phosphoserine,TRPS1
1,PTM - Phosphoserine,TRPS1
2,PTM - Phosphoserine,TRPS1
3,PTM - Phosphoserine,TRPS1
4,PTM - Phosphoserine,TRPS1
5,PTM - Phosphoserine,TRPS1
0,PTM - N-acetylmethionine,TRPT1
1,PTM - N-acetylmethionine,TRPT1
2,PTM - N-acetylmethionine,TRPT1
3,PTM - N-acetylmethionine,TRPT1
4,PTM - N-acetylmethionine,TRPT1
0,PTM - Phosphoserine; by PKA and PKD,TRPV1
1,binds to PRKCE,TRPV1
2,PTM - Phosphoserine; by PKA and PKD,TRPV1
3,binds to PRKCE,TRPV1
4,binds to PRKCE,TRPV1
5,binds to PRKCE,TRPV1
0,binds to SLC50A1,TRPV2
1,binds to SLC50A1,TRPV2
2,binds to SLC50A1,TRPV2
3,binds to SLC50A1,TRPV2
4,binds to SLC50A1,TRPV2
5,binds to SLC50A1,TRPV2
0,Binding site,TRPV3
1,Binding site,TRPV3
2,Binding site,TRPV3
3,Binding site,TRPV3
4,Binding site,TRPV3
5,Binding site,TRPV3
0,binds to LYN,TRPV4
1,PTM - Phosphotyrosine,TRPV4
2,PTM - Phosphotyrosine,TRPV4
3,binds to LYN,TRPV4
4,binds to LYN,TRPV4
5,binds to HIF1AN,TRPV4
0,binds to EWSR1,TRPV5
1,PTM - Phosphothreonine,TRPV5
2,binds to EWSR1,TRPV5
3,PTM - Phosphothreonine,TRPV5
4,binds to EWSR1,TRPV5
5,Binding site,TRPV5
0,Binding site,TRPV6
1,Binding site,TRPV6
2,Binding site,TRPV6
3,Binding site,TRPV6
4,Binding site,TRPV6
5,PTM - Phosphotyrosine; by SRC,TRPV6
0,PTM - N-acetylalanine,TRRAP
1,PTM - N-acetylalanine,TRRAP
2,PTM - N-acetylalanine,TRRAP
3,PTM - N-acetylalanine,TRRAP
0,binds to FLYWCH2,TRUB1
1,binds to FLYWCH2,TRUB1
2,Active site,TRUB1
3,Active site,TRUB1
4,binds to FLYWCH2,TRUB1
5,PTM - N-acetylalanine,TRUB1
0,Active site,TRUB2
1,Active site,TRUB2
2,Active site,TRUB2
4,Active site,TRUB2
0,PTM - Phosphoserine,TSC1
1,binds to ACTA2,TSC1
2,binds to ACTA2,TSC1
3,PTM - Phosphoserine,TSC1
0,PTM - Phosphoserine,TSC22D1
1,PTM - Phosphoserine,TSC22D1
2,PTM - Phosphoserine,TSC22D1
3,PTM - Phosphoserine,TSC22D1
4,PTM - Phosphoserine,TSC22D1
5,PTM - Phosphoserine,TSC22D1
0,PTM - N-acetylmethionine,TSC22D3
1,binds to HPCAL4,TSC22D3
2,binds to BRME1,TSC22D3
3,PTM - N-acetylmethionine,TSC22D3
4,binds to BRME1,TSC22D3
5,binds to BRME1,TSC22D3
0,PTM - Phosphoserine,TSC22D4
1,PTM - Phosphoserine,TSC22D4
2,PTM - Phosphoserine,TSC22D4
3,PTM - Phosphoserine,TSC22D4
4,PTM - Phosphoserine,TSC22D4
5,PTM - Phosphoserine,TSC22D4
0,PTM - Phosphoserine,TSC2
1,PTM - Phosphoserine,TSC2
2,PTM - Phosphoserine,TSC2
3,PTM - Phosphoserine,TSC2
4,PTM - Phosphoserine,TSC2
5,PTM - Phosphoserine,TSC2
0,binds to LMO4,TSEN15
1,PTM - Phosphoserine,TSEN15
2,binds to TSEN34,TSEN15
3,PTM - Phosphoserine,TSEN15
4,binds to NBPF3,TSEN15
0,Active site,TSEN2
1,Active site,TSEN2
2,PTM - Phosphoserine,TSEN2
3,Active site,TSEN2
4,Active site,TSEN2
5,Active site,TSEN2
0,Active site,TSEN34
1,Active site,TSEN34
2,Active site,TSEN34
0,PTM - N-acetylmethionine,TSEN54
1,PTM - N-acetylmethionine,TSEN54
2,PTM - N-acetylmethionine,TSEN54
3,PTM - N-acetylmethionine,TSEN54
4,PTM - N-acetylmethionine,TSEN54
5,PTM - N-acetylmethionine,TSEN54
0,binds to LIG4,TSFM
2,binds to LIG4,TSFM
4,PTM - N6-succinyllysine,TSFM
0,binds to KRT15,TSG101
1,binds to UBC,TSG101
2,binds to AACS,TSG101
3,binds to HGS,TSG101
4,binds to ABCB6,TSG101
5,binds to VPS36,TSG101
0,PTM - Phosphoserine,TSGA10
1,PTM - Phosphoserine,TSGA10
2,PTM - Phosphoserine,TSGA10
3,PTM - Phosphoserine,TSGA10
4,PTM - Phosphoserine,TSGA10
5,PTM - Phosphoserine,TSGA10
0,binds to CGA,TSHB
1,binds to CGA,TSHB
3,binds to CGA,TSHB
4,binds to CGA,TSHB
0,PTM - Sulfotyrosine,TSHR
1,PTM - Sulfotyrosine,TSHR
2,PTM - Sulfotyrosine,TSHR
3,PTM - Sulfotyrosine,TSHR
4,PTM - Sulfotyrosine,TSHR
5,PTM - Sulfotyrosine,TSHR
0,DNA binding,TSHZ1
1,DNA binding,TSHZ1
2,DNA binding,TSHZ1
3,PTM - Phosphoserine,TSHZ1
4,DNA binding,TSHZ1
5,DNA binding,TSHZ1
0,DNA binding,TSHZ2
1,DNA binding,TSHZ2
2,DNA binding,TSHZ2
3,DNA binding,TSHZ2
4,DNA binding,TSHZ2
5,DNA binding,TSHZ2
0,DNA binding,TSHZ3
1,DNA binding,TSHZ3
2,DNA binding,TSHZ3
3,DNA binding,TSHZ3
4,DNA binding,TSHZ3
5,PTM - Phosphoserine,TSHZ3
0,PTM - Phosphoserine,TSKS
1,PTM - Phosphoserine,TSKS
2,PTM - Phosphoserine,TSKS
3,PTM - Phosphoserine,TSKS
4,PTM - Phosphoserine,TSKS
5,PTM - Phosphoserine,TSKS
1,binds to SKIL,TSKU
2,binds to SKIL,TSKU
3,binds to SKIL,TSKU
0,PTM - Phosphoserine,TSNARE1
1,PTM - Phosphoserine,TSNARE1
2,PTM - Phosphoserine,TSNARE1
3,PTM - Phosphoserine,TSNARE1
4,PTM - Phosphoserine,TSNARE1
5,PTM - Phosphoserine,TSNARE1
0,binds to STAT1,TSNAX
1,binds to AIMP1,TSNAX
2,binds to METTL1,TSNAX
3,binds to TSN,TSNAX
4,binds to TSN,TSNAX
0,binds to ATP6V1C1,TSN
1,binds to PPP3CA,TSN
2,binds to CENPE,TSN
3,binds to UBA6,TSN
4,binds to SNX2,TSN
5,binds to CENPE,TSN
0,PTM - Phosphoserine,TSPAN13
1,PTM - Phosphoserine,TSPAN13
2,PTM - Phosphoserine,TSPAN13
3,PTM - Phosphoserine,TSPAN13
4,PTM - Phosphoserine,TSPAN13
0,PTM - Phosphoserine,TSPYL2
1,PTM - Phosphoserine,TSPYL2
2,PTM - Phosphoserine,TSPYL2
3,PTM - Phosphoserine,TSPYL2
4,PTM - Phosphoserine,TSPYL2
5,PTM - Phosphoserine,TSPYL2
0,PTM - Phosphoserine,TSPYL6
1,PTM - Phosphoserine,TSPYL6
2,PTM - Phosphoserine,TSPYL6
3,PTM - Phosphoserine,TSPYL6
4,PTM - Phosphoserine,TSPYL6
5,PTM - Phosphoserine,TSPYL6
0,binds to BMPR2,TSR1
1,binds to LAMTOR3,TSR1
2,binds to MRPL24,TSR1
3,binds to BMPR2,TSR1
4,binds to BMPR2,TSR1
5,binds to BMPR2,TSR1
0,binds to KPNA3,TSSC4
1,binds to KPNA3,TSSC4
2,binds to KPNA3,TSSC4
3,PTM - Phosphoserine,TSSC4
4,binds to KPNA3,TSSC4
5,binds to KPNA3,TSSC4
0,Active site,TSSK1B
1,binds to HSP90AB1,TSSK1B
2,binds to HSP90AB1,TSSK1B
3,Active site,TSSK1B
4,binds to HSP90AB1,TSSK1B
5,binds to HSP90AB1,TSSK1B
0,binds to PKM,TSSK2
1,binds to TSKS,TSSK2
2,binds to HSP90AB1,TSSK2
3,binds to HSP90AB1,TSSK2
4,Binding site,TSSK2
0,Active site,TSSK3
1,Binding site,TSSK3
2,Active site,TSSK3
3,binds to GP2,TSSK3
4,binds to HSP90AB1,TSSK3
5,binds to FUT9,TSSK3
0,Active site,TSSK4
1,binds to AARSD1,TSSK4
2,PTM - Phosphothreonine,TSSK4
3,binds to SMURF2,TSSK4
0,Active site,TSTD1
1,Active site,TSTD1
2,Active site,TSTD1
3,Active site,TSTD1
0,Active site,TSTD2
1,Active site,TSTD2
2,Active site,TSTD2
3,Active site,TSTD2
4,Active site,TSTD2
5,Active site,TSTD2
0,binds to AIFM1,TST
1,PTM - N6-acetyllysine; alternate,TST
2,binds to HPDL,TST
3,binds to AIFM1,TST
4,binds to MT-ND1,TST
5,binds to AIFM1,TST
0,Binding site,TTBK1
1,binds to MAGI2,TTBK1
2,binds to MAGI2,TTBK1
3,binds to MAGI2,TTBK1
4,Active site,TTBK1
5,binds to MAGI2,TTBK1
0,binds to CEP164,TTBK2
1,binds to CEP164,TTBK2
2,binds to CEP164,TTBK2
3,binds to CEP164,TTBK2
4,Active site,TTBK2
5,binds to CEP164,TTBK2
0,PTM - Phosphothreonine,TTC12
1,PTM - Phosphothreonine,TTC12
2,PTM - Phosphothreonine,TTC12
3,binds to HPCAL4,TTC12
4,PTM - Phosphothreonine,TTC12
5,PTM - Phosphothreonine,TTC12
0,PTM - Phosphoserine,TTC14
1,PTM - Phosphoserine,TTC14
2,PTM - Phosphoserine,TTC14
3,PTM - Phosphoserine,TTC14
4,PTM - Phosphoserine,TTC14
5,PTM - Phosphoserine,TTC14
2,Sensor for electrophilic agents,TTC19
0,binds to AHCYL1,TTC1
1,binds to MOS,TTC1
2,PTM - Phosphoserine,TTC1
3,binds to KPNA6,TTC1
4,binds to ACY1,TTC1
5,binds to DNM3,TTC1
0,PTM - N-acetylmethionine,TTC28
1,PTM - N-acetylmethionine,TTC28
2,PTM - N-acetylmethionine,TTC28
3,PTM - N-acetylmethionine,TTC28
4,PTM - N-acetylmethionine,TTC28
5,PTM - N-acetylmethionine,TTC28
0,PTM - Phosphoserine,TTC31
1,PTM - Phosphoserine,TTC31
2,PTM - Phosphoserine,TTC31
3,PTM - Phosphoserine,TTC31
4,PTM - Phosphoserine,TTC31
5,PTM - Phosphoserine,TTC31
0,binds to TCL1A,TTC33
1,binds to KDM1A,TTC33
2,binds to KDM1A,TTC33
3,binds to KDM1A,TTC33
0,PTM - N-acetylalanine,TTC38
1,PTM - N-acetylalanine,TTC38
2,PTM - N-acetylalanine,TTC38
3,PTM - N-acetylalanine,TTC38
4,PTM - N-acetylalanine,TTC38
5,PTM - N-acetylalanine,TTC38
0,PTM - Phosphoserine; by PKB/AKT2,TTC3
1,PTM - Phosphoserine; by PKB/AKT2,TTC3
2,PTM - Phosphoserine; by PKB/AKT2,TTC3
3,PTM - Phosphoserine; by PKB/AKT2,TTC3
4,PTM - Phosphoserine; by PKB/AKT2,TTC3
5,PTM - Phosphoserine; by PKB/AKT2,TTC3
0,PTM - N-acetylmethionine,TTC4
1,PTM - N-acetylmethionine,TTC4
2,PTM - N-acetylmethionine,TTC4
0,PTM - Phosphoserine; by ATM,TTC5
1,binds to CAMK2B,TTC5
2,binds to CAMK2B,TTC5
3,binds to CAMK2B,TTC5
4,binds to CAMK2B,TTC5
5,binds to SERPINB8,TTC5
0,PTM - Phosphoserine,TTC7A
1,PTM - Phosphoserine,TTC7A
2,PTM - Phosphoserine,TTC7A
3,PTM - Phosphoserine,TTC7A
4,PTM - Phosphoserine,TTC7A
5,PTM - Phosphoserine,TTC7A
0,binds to HYCC1,TTC7B
1,binds to HYCC1,TTC7B
2,binds to HYCC1,TTC7B
3,binds to HYCC1,TTC7B
4,binds to HYCC1,TTC7B
5,binds to HYCC1,TTC7B
0,binds to ERBB2,TTC9B
1,binds to ERBB2,TTC9B
2,binds to ERBB2,TTC9B
3,binds to ERBB2,TTC9B
4,binds to ERBB2,TTC9B
5,binds to ERBB2,TTC9B
0,PTM - Phosphoserine,TTC9
1,PTM - Phosphoserine,TTC9
2,PTM - Phosphoserine,TTC9
3,PTM - Phosphoserine,TTC9
4,PTM - Phosphoserine,TTC9
5,PTM - Phosphoserine,TTC9
0,PTM - Phosphoserine,TTF1
1,PTM - Phosphoserine,TTF1
2,PTM - Phosphoserine,TTF1
3,PTM - Phosphoserine,TTF1
4,PTM - Phosphoserine,TTF1
5,PTM - Phosphoserine,TTF1
0,Binding site,TTF2
1,Binding site,TTF2
2,Binding site,TTF2
3,Binding site,TTF2
4,PTM - Phosphoserine,TTF2
5,Binding site,TTF2
0,PTM - Phosphoserine,TTI1
1,PTM - Phosphoserine,TTI1
2,PTM - Phosphoserine,TTI1
3,PTM - Phosphoserine,TTI1
4,PTM - Phosphoserine,TTI1
5,binds to API5,TTI1
0,binds to MAPK6,TTK
1,binds to CDK2,TTK
2,binds to CDK2,TTK
3,binds to CDCA8,TTK
4,binds to CDK2,TTK
5,binds to CDCA8,TTK
0,Binding site,TTLL10
1,Binding site,TTLL10
2,Binding site,TTLL10
3,Binding site,TTLL10
0,Binding site,TTLL11
1,Binding site,TTLL11
2,Binding site,TTLL11
3,Binding site,TTLL11
4,Sensor for electrophilic agents,TTLL11
5,Binding site,TTLL11
0,Binding site,TTLL12
1,Binding site,TTLL12
2,Binding site,TTLL12
3,Binding site,TTLL12
4,Binding site,TTLL12
5,Binding site,TTLL12
0,Binding site,TTLL13
1,Binding site,TTLL13
2,Binding site,TTLL13
3,Binding site,TTLL13
4,Binding site,TTLL13
5,Sensor for electrophilic agents,TTLL13
0,Binding site,TTLL1
1,Binding site,TTLL1
2,Binding site,TTLL1
3,Binding site,TTLL1
4,Binding site,TTLL1
5,Binding site,TTLL1
0,Binding site,TTLL2
1,Binding site,TTLL2
2,Binding site,TTLL2
3,Binding site,TTLL2
4,Binding site,TTLL2
5,Sensor for electrophilic agents,TTLL2
0,Binding site,TTLL3
1,Binding site,TTLL3
2,Sensor for electrophilic agents,TTLL3
3,Binding site,TTLL3
4,Binding site,TTLL3
5,Binding site,TTLL3
0,Binding site,TTLL4
1,Binding site,TTLL4
2,Binding site,TTLL4
3,Binding site,TTLL4
4,Binding site,TTLL4
5,Binding site,TTLL4
0,Binding site,TTLL5
1,Binding site,TTLL5
2,Binding site,TTLL5
3,Binding site,TTLL5
4,Binding site,TTLL5
5,Sensor for electrophilic agents,TTLL5
0,Binding site,TTLL6
1,Binding site,TTLL6
2,Sensor for electrophilic agents,TTLL6
3,Binding site,TTLL6
4,Binding site,TTLL6
5,Binding site,TTLL6
0,binds to ZDHHC17,TTLL7
1,binds to ZDHHC17,TTLL7
2,binds to ZDHHC17,TTLL7
3,binds to ZDHHC17,TTLL7
4,binds to ZDHHC17,TTLL7
0,Binding site,TTLL8
1,Binding site,TTLL8
2,Binding site,TTLL8
3,Binding site,TTLL8
4,Binding site,TTLL8
5,Binding site,TTLL8
0,Binding site,TTLL9
1,Binding site,TTLL9
2,Binding site,TTLL9
3,Binding site,TTLL9
4,Binding site,TTLL9
5,Binding site,TTLL9
0,PTM - Phosphoserine,TTN
1,PTM - Phosphoserine,TTN
2,PTM - Phosphoserine,TTN
3,binds to TCAP,TTN
4,binds to TCAP,TTN
5,PTM - Phosphoserine,TTN
0,Binding site,TTPA
1,Binding site,TTPA
2,binds to CMTM5,TTPA
3,Binding site,TTPA
4,Binding site,TTPA
5,Binding site,TTPA
0,binds to A2M,TTR
4,binds to EEF1A1,TTR
5,binds to EEF1A1,TTR
0,Sensor for electrophilic agents,TTYH1
1,PTM - Phosphoserine,TTYH1
2,PTM - Phosphoserine,TTYH1
3,PTM - Phosphoserine,TTYH1
0,Binding site,TTYH2
1,Sensor for electrophilic agents,TTYH2
2,Binding site,TTYH2
3,Binding site,TTYH2
4,Binding site,TTYH2
5,Binding site,TTYH2
0,Binding site,TTYH3
1,Binding site,TTYH3
2,Binding site,TTYH3
3,Binding site,TTYH3
4,Binding site,TTYH3
5,PTM - Phosphoserine,TTYH3
0,binds to ANXA7,TUBA1A
1,binds to YWHAG,TUBA1A
2,binds to CDKN1A,TUBA1A
3,binds to CLIP1,TUBA1A
4,binds to TTR,TUBA1A
5,binds to TK1,TUBA1A
0,Binding site,TUBA1B
1,binds to HDAC6,TUBA1B
2,binds to HDAC6,TUBA1B
3,binds to RPL5,TUBA1B
4,binds to CLIP1,TUBA1B
5,binds to PSMC4,TUBA1B
0,binds to TUBB4A,TUBA1C
1,Active site,TUBA1C
2,PTM - N6-acetyllysine,TUBA1C
3,binds to TUBB6,TUBA1C
4,binds to TUBB4A,TUBA1C
5,binds to TUBB4A,TUBA1C
0,PTM - N6-acetyllysine,TUBA3C
1,Binding site,TUBA3C
2,Sensor for electrophilic agents,TUBA3C
3,Active site,TUBA3C
4,Active site,TUBA3C
5,Active site,TUBA3C
0,PTM - N6-acetyllysine,TUBA3D
1,Sensor for electrophilic agents,TUBA3D
2,Active site,TUBA3D
3,Binding site,TUBA3D
4,Active site,TUBA3D
5,Active site,TUBA3D
0,binds to TUBB4A,TUBA3E
1,binds to TUBB4A,TUBA3E
2,binds to TUBB2B,TUBA3E
3,binds to TUBB4A,TUBA3E
4,binds to TUBB4A,TUBA3E
5,Binding site,TUBA3E
0,binds to ACTN2,TUBA4A
1,binds to ARHGAP1,TUBA4A
2,binds to TUBA1C,TUBA4A
3,binds to CLIP1,TUBA4A
0,binds to CAT,TUBA8
1,binds to CCDC102B,TUBA8
2,binds to CAT,TUBA8
3,binds to TRIM54,TUBA8
4,Binding site,TUBA8
5,binds to CCDC102B,TUBA8
0,Active site,TUBAL3
1,Binding site,TUBAL3
2,Active site,TUBAL3
3,Active site,TUBAL3
0,binds to AARSD1,TUBB1
1,binds to ACAT1,TUBB1
2,binds to CLIP1,TUBB1
3,binds to CDC37,TUBB1
0,binds to RPLP1,TUBB2A
1,binds to PSMD11,TUBB2A
2,PTM - Phosphoserine,TUBB2A
3,binds to PLAA,TUBB2A
4,binds to ACD,TUBB2A
5,binds to ARL15,TUBB2A
0,binds to FOS,TUBB2B
1,binds to CACNA1A,TUBB2B
2,binds to ANXA7,TUBB2B
3,binds to ANXA7,TUBB2B
4,binds to RPS4X,TUBB2B
5,binds to TUBA1C,TUBB2B
0,PTM - Phosphoserine; by CDK1,TUBB3
1,binds to RCC1,TUBB3
2,binds to RILPL2,TUBB3
3,binds to ARHGEF7,TUBB3
4,binds to TK1,TUBB3
5,binds to GZMK,TUBB3
0,binds to MAX,TUBB4A
1,binds to HEXD,TUBB4A
2,binds to MRPL28,TUBB4A
3,binds to SPTSSA,TUBB4A
0,PTM - Phosphothreonine,TUBB4B
1,binds to MCTS1,TUBB4B
2,binds to DNAJA2,TUBB4B
3,binds to PXN,TUBB4B
4,binds to CAD,TUBB4B
5,binds to RPS15A,TUBB4B
0,binds to CLU,TUBB6
1,binds to PCBP1,TUBB6
2,binds to CLU,TUBB6
3,binds to AHCYL1,TUBB6
4,binds to CLU,TUBB6
5,binds to CAMK1D,TUBB6
0,binds to TUBA1C,TUBB8
1,binds to PEX14,TUBB8
2,binds to PEX14,TUBB8
3,binds to TUBB2A,TUBB8
4,binds to PEX14,TUBB8
5,binds to TUBA1C,TUBB8
0,binds to BUB1B,TUBB
1,binds to RARS1,TUBB
2,binds to HSP90AB1,TUBB
3,binds to EEF1A1,TUBB
4,Binding site,TUBB
5,binds to HSP90AB1,TUBB
0,Binding site,TUBD1
1,Binding site,TUBD1
2,Binding site,TUBD1
3,Binding site,TUBD1
4,Binding site,TUBD1
5,Binding site,TUBD1
0,Binding site,TUBE1
1,Binding site,TUBE1
2,Binding site,TUBE1
3,Binding site,TUBE1
0,Binding site,TUBG1
1,binds to BICD1,TUBG1
2,binds to AXIN1,TUBG1
3,binds to BICD1,TUBG1
4,binds to CUL4A,TUBG1
5,binds to BICD1,TUBG1
0,Binding site,TUBG2
1,binds to PEX14,TUBG2
2,Binding site,TUBG2
3,PTM - Phosphoserine; by BRSK1,TUBG2
0,PTM - Phosphotyrosine,TUBGCP2
1,PTM - Phosphotyrosine,TUBGCP2
2,PTM - Phosphotyrosine,TUBGCP2
3,PTM - Phosphotyrosine,TUBGCP2
4,PTM - Phosphotyrosine,TUBGCP2
0,PTM - N-acetylalanine,TUBGCP3
1,binds to TUBG1,TUBGCP3
2,binds to TUBG1,TUBGCP3
3,binds to TUBG1,TUBGCP3
4,binds to TUBG1,TUBGCP3
5,binds to TUBG1,TUBGCP3
0,binds to AP2B1,TUBGCP4
1,binds to CHIC2,TUBGCP4
2,binds to ADAMTSL4,TUBGCP4
3,binds to NUDT3,TUBGCP4
4,binds to AP2B1,TUBGCP4
5,binds to AP2B1,TUBGCP4
0,binds to JAK2,TUB
1,binds to JAK2,TUB
2,binds to JAK2,TUB
3,binds to JAK2,TUB
4,binds to JAK2,TUB
5,binds to JAK2,TUB
0,Binding site,TUFM
1,binds to NACA2,TUFM
3,binds to ARF1,TUFM
4,binds to RPS24,TUFM
0,binds to GRB2,TULP1
1,binds to GRB2,TULP1
2,binds to FYN,TULP1
3,binds to GRB2,TULP1
4,binds to GRB2,TULP1
5,binds to FYN,TULP1
0,binds to EWSR1,TULP2
1,binds to BRCA1,TULP2
2,PTM - Phosphoserine,TULP2
3,binds to EWSR1,TULP2
4,binds to SRPK1,TULP2
5,PTM - Phosphoserine,TULP2
0,PTM - Phosphoserine,TULP4
1,PTM - Phosphoserine,TULP4
2,PTM - Phosphoserine,TULP4
3,PTM - Phosphoserine,TULP4
4,PTM - Phosphoserine,TULP4
5,PTM - Phosphoserine,TULP4
0,PTM - Phosphoserine,TUSC1
1,PTM - Phosphoserine,TUSC1
2,PTM - Phosphoserine,TUSC1
3,PTM - Phosphoserine,TUSC1
4,PTM - Phosphoserine,TUSC1
5,PTM - Phosphoserine,TUSC1
0,binds to RBPMS,TUSC2
1,binds to RBPMS,TUSC2
2,binds to RBPMS,TUSC2
3,binds to RBPMS,TUSC2
4,PTM - Phosphoserine,TUSC2
5,binds to RBPMS,TUSC2
0,binds to CRBN,TUSC3
1,binds to PPP1CA,TUSC3
2,binds to IL1RAPL1,TUSC3
4,binds to PPP1CA,TUSC3
5,binds to CRBN,TUSC3
0,PTM - Phosphoserine,TUT1
1,PTM - Phosphoserine,TUT1
2,binds to CDC37,TUT1
3,Binding site,TUT1
4,PTM - Phosphoserine,TUT1
5,binds to CDC37,TUT1
0,PTM - N-acetylmethionine,TVP23B
1,PTM - N-acetylmethionine,TVP23B
2,PTM - N-acetylmethionine,TVP23B
3,PTM - N-acetylmethionine,TVP23B
4,PTM - N-acetylmethionine,TVP23B
5,PTM - N-acetylmethionine,TVP23B
0,PTM - N-acetylmethionine,TVP23C
1,PTM - N-acetylmethionine,TVP23C
2,PTM - N-acetylmethionine,TVP23C
3,PTM - N-acetylmethionine,TVP23C
4,PTM - N-acetylmethionine,TVP23C
5,PTM - N-acetylmethionine,TVP23C
0,binds to TRMT1,TWF1
1,binds to AIMP1,TWF1
2,PTM - N-acetylserine,TWF1
3,PTM - N-acetylserine,TWF1
4,binds to AIMP1,TWF1
5,binds to EEF1E1,TWF1
0,binds to UBXN1,TWF2
1,binds to ARHGDIA,TWF2
2,binds to TERF2IP,TWF2
3,PTM - N-acetylalanine,TWF2
4,binds to ARIH2,TWF2
5,binds to ARIH2,TWF2
0,binds to BRD4,TWIST1
1,binds to BRD4,TWIST1
2,binds to BRD4,TWIST1
3,binds to BRD4,TWIST1
4,binds to BRD4,TWIST1
5,binds to BRD4,TWIST1
0,binds to ERBB2,TXK
1,binds to MET,TXK
2,binds to LCP2,TXK
3,binds to ERBB3,TXK
4,binds to MET,TXK
5,binds to CLNK,TXK
0,PTM - Phosphoserine,TXLNA
1,binds to BTF3,TXLNA
2,PTM - Phosphoserine,TXLNA
3,PTM - Phosphoserine,TXLNA
0,PTM - Phosphoserine,TXLNB
1,PTM - Phosphoserine,TXLNB
2,PTM - Phosphoserine,TXLNB
3,PTM - Phosphoserine,TXLNB
4,PTM - Phosphoserine,TXLNB
5,PTM - Phosphoserine,TXLNB
0,PTM - Omega-N-methylarginine,TXLNG
1,binds to MAX,TXLNG
2,PTM - Omega-N-methylarginine,TXLNG
3,PTM - Omega-N-methylarginine,TXLNG
4,PTM - Omega-N-methylarginine,TXLNG
0,binds to SSNA1,TXN2
1,Active site,TXN2
2,binds to AGTRAP,TXN2
3,binds to KRT18,TXN2
4,binds to ANXA6,TXN2
5,Active site,TXN2
0,PTM - Phosphoserine,TXNDC11
1,PTM - Phosphoserine,TXNDC11
2,PTM - Phosphoserine,TXNDC11
3,PTM - Phosphoserine,TXNDC11
4,PTM - Phosphoserine,TXNDC11
5,PTM - Phosphoserine,TXNDC11
0,binds to KLHL2,TXNDC12
1,binds to TLN1,TXNDC12
3,binds to KLHL2,TXNDC12
4,binds to TLN1,TXNDC12
0,binds to AVP,TXNDC17
1,Active site,TXNDC17
2,binds to TYMS,TXNDC17
3,binds to OXT,TXNDC17
4,Active site,TXNDC17
5,binds to USP3,TXNDC17
0,PTM - Phosphoserine,TXNDC2
1,PTM - Phosphoserine,TXNDC2
2,PTM - Phosphoserine,TXNDC2
3,PTM - Phosphoserine,TXNDC2
4,PTM - Phosphoserine,TXNDC2
5,PTM - Phosphoserine,TXNDC2
0,binds to LDHB,TXNDC5
1,binds to ZNHIT2,TXNDC5
2,binds to ALDOC,TXNDC5
4,binds to CSE1L,TXNDC5
0,PTM - Phosphoserine,TXNDC9
1,PTM - Phosphoserine,TXNDC9
2,PTM - Phosphoserine,TXNDC9
3,PTM - Phosphoserine,TXNDC9
4,PTM - Phosphoserine,TXNDC9
5,PTM - Phosphoserine,TXNDC9
0,binds to VAV2,TXNIP
1,binds to TXN,TXNIP
2,binds to NLGN3,TXNIP
3,binds to ZBTB16,TXNIP
4,binds to ECD,TXNIP
5,PTM - Phosphoserine,TXNIP
0,binds to PSMA1,TXNL1
1,PTM - Phosphoserine,TXNL1
2,PTM - Phosphoserine,TXNL1
3,binds to PSMA6,TXNL1
4,PTM - Phosphoserine,TXNL1
5,PTM - Phosphoserine,TXNL1
0,binds to CD2BP2,TXNL4A
1,binds to IL31RA,TXNL4A
2,binds to PQBP1,TXNL4A
3,binds to IL31RA,TXNL4A
4,binds to HNRNPF,TXNL4A
0,binds to PLEKHF2,TXNL4B
1,binds to PLEKHF2,TXNL4B
2,binds to PNMA5,TXNL4B
3,binds to PNMA5,TXNL4B
